Mods count: 381
 
                                                          jar name                                                           | notes |                  mod id                   |                      mod name                       |          mod version           |                                                                                                                                                                                                                                                   mixin configs                                                                                                                                                                                                                                                    |              modrinth hash               | curseforge hash
Stargate Journey-1.21.1-0.6.44.jar                                                                                           |       | sgjourney                                 | Stargate Journey                                    | 0.6.44                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | d834bf5946d58fe77d7bef7672d1682a028c7d8e | 3889709681     
starterkit-1.21.1-7.4.jar                                                                                                    |       | starterkit                                | Starter Kit                                         | 7.4                            | starterkit_forge.mixins.json, starterkit_neoforge.mixins.json, starterkit_fabric.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                       | 3b858e9298c6d01e9aaeb97025eeaec80c25a2c7 | 839814805      
structure_layout_optimizer-neoforge-1.0.12.jar                                                                               |       | structure_layout_optimizer                | Structure Layout Optimizer                          | 1.0.12                         | structure_layout_optimizer.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 052c31cb9881c04c17d949345539aa8684f474bf | 2515988845     
structurify-neoforge-2.0.22+mc1.21.1.jar                                                                                     |       | structurify                               | Structurify                                         | 2.0.22                         | structurify-neoforge.mixins.json, structurify-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 6c6e5c2edc956b2e1fb6909599b862bc2fe68dc4 | 2060278127     
supermartijn642configlib-1.1.8-neoforge-mc1.21.jar                                                                           |       | supermartijn642configlib                  | SuperMartijn642's Config Library                    | 1.1.8                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 07452242e389975e8a88b97066f4bae6a4ebe574 | 1923939184     
supermartijn642corelib-1.1.21-neoforge-mc1.21.jar                                                                            |       | supermartijn642corelib                    | SuperMartijn642's Core Lib                          | 1.1.21                         | supermartijn642corelib.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 84802fbe1645de8caf61ccb07db6cf451e614f68 | 3414849852     
supplementaries-1.21-3.5.34-neoforge.jar                                                                                     |       | supplementaries                           | Supplementaries                                     | 1.21-3.5.34                    | supplementaries-common.mixins.json, supplementaries.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 9fa5889f7669d1f5f20e658f96cbf31a17c52171 | 1920154426     
suppsquared-1.21-1.2.17-neoforge.jar                                                                                         |       | suppsquared                               | Supplementaries Squared                             | 1.21-1.2.17                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | a0832a81277149fc38b7f0858122e1c451affa56 | 2797195604     
taglocalizations-1.0.6-universal-1.21.1.jar                                                                                  |       | taglocalizations                          | Tag Localizations                                   | 1.0.6                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 4e768df5e18c9c7dc29f6f7dfa33df0da5e5283f | 2813399214     
TerraBlender-neoforge-1.21.1-4.1.0.8.jar                                                                                     |       | terrablender                              | TerraBlender                                        | 4.1.0.8                        | terrablender_neoforge.mixins.json, terrablender.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 2016eed89eac0eb0510d2190c3b0b80bf4346191 | 4290330137     
theurgy-1.21.1-neoforge-1.72.0.jar                                                                                           |       | theurgy                                   | Theurgy                                             | 1.72.0                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 2941582e65aac0934b369bfd42f91ecdc4b35e72 | 2048598819     
theurgy_kubejs-1.21.1-neoforge-1.5.1.jar                                                                                     |       | theurgy_kubejs                            | Theurgy KubeJS                                      | 1.5.1                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | f65ff740fd866275c1e9b3e10c7bee895025bd5e | 1694281625     
threadtweak-1.21.1-NeoForge-1.0.0.jar                                                                                        |       | threadtweak                               | ThreadTweak                                         | 1.0.0                          | threadtweak.neoforge.mixins.json, threadtweak.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 714e61553154999befc7afb5493b98fbb2382e60 | 632209800      
titanium-1.21-4.0.43.jar                                                                                                     |       | titanium                                  | Titanium                                            | 4.0.43                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | e2f62d1bcdd38dd91679a2114e9946d9415746ee | 138444591      
ToastControl-1.21.1-9.0.1.jar                                                                                                |       | toastcontrol                              | Toast Control                                       | 9.0.1                          | toastcontrol.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 33477c2db0479c9be33d1ca3b2fa47cf6c97988c | 3258843963     
toofast-1.21.0-0.4.3.6.jar                                                                                                   |       | toofast                                   | Too Fast                                            | 0.4.3.6                        | toofast.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 4a1f4307fc8dea95667fe88c8d39f87e2b370643 | 1338619755     
toomanyrecipeviewers-0.7.2+mc.21.1.jar                                                                                       |       | toomanyrecipeviewers                      | TooManyRecipeViewers                                | 0.7.2+mc.21.1                  | toomanyrecipeviewers.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | a80f68d67da36e5fdf6ab6fd7390e9361133e346 | 654392880      
torchmaster-neoforge-1.21.1-21.1.9.jar                                                                                       |       | torchmaster                               | Torchmaster                                         | 21.1.9                         | torchmaster.mixins.json, torchmaster.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                          | 3f565ecc8560eba3ae3e15ff6542a3025d7377a2 | 3293164572     
trade-cycling-neoforge-1.21.1-1.0.18.jar                                                                                     |       | trade_cycling                             | Trade Cycling                                       | 1.21.1-1.0.18                  | trade_cycling.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | f0c95fb82f68f2c7402e0615a5d241e6097920cf | 3391123782     
transmog-neoforge-1.6.0+1.21.1.jar                                                                                           |       | transmog                                  | Transmog                                            | 1.6.0                          | mixins.transmog.common.json, mixins.transmog.neoforge.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         | fb37ae0a35e8bb9340e61007275121f02cf7a8bc | 1235670440     
trashslot-neoforge-1.21.1-21.1.9.jar                                                                                         |       | trashslot                                 | TrashSlot                                           | 21.1.9                         | trashslot.neoforge.mixins.json, trashslot.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              | d73aaf52f00ab2656451b0608ffcf224c1560839 | 1297715908     
treeharvester-1.21.1-9.1.jar                                                                                                 |       | treeharvester                             | Tree Harvester                                      | 9.1                            | treeharvester_neoforge.mixins.json, treeharvester_fabric.mixins.json, treeharvester_forge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              | 08abaeb2bca62538c2f33fbc42f9eead478aecee | 146113171      
trimmed-neo-1.21-3.0.0.jar                                                                                                   |       | trimmed                                   | Trimmed                                             | 3.0.0                          | trimmed.neo.mixins.json, trimmed.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | c1ee534f00f4ee476e868f4db4dea99c7d41570d | 4173720088     
txnilib-neoforge-1.0.24-1.21.1.jar                                                                                           |       | txnilib                                   | TxniLib                                             | 1.0.24                         | mixins.txnilib.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | 17b1bbb96e922e683a1807a2e7bece603fdc491d | 806726534      
    /META-INF/jars/forgified-fabric-api-0.115.6+2.1.0+1.21.1.jar                                                             |       | fabric_api                                | Forgified Fabric API                                | 0.115.6+2.1.0+1.21.1           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-api-base-0.4.42+d1308ded19.jar                                                                 |       | fabric_api_base                           | Forgified Fabric API Base                           | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-api-lookup-api-v1-1.6.70+c21168c319.jar                                                        |       | fabric_api_lookup_api_v1                  | Forgified Fabric API Lookup API (v1)                | 1.6.70+c21168c319              | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-biome-api-v1-13.0.31+1e62d33c19.jar                                                            |       | fabric_biome_api_v1                       | Forgified Fabric Biome API (v1)                     | 13.0.31+1e62d33c19             | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-block-api-v1-1.0.22+a6e994cd19.jar                                                             |       | fabric_block_api_v1                       | Forgified Fabric Block API (v1)                     | 1.0.22+a6e994cd19              | fabric-block-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-block-view-api-v2-1.0.11+e9036fd419.jar                                                        |       | fabric_block_view_api_v2                  | Forgified Fabric BlockView API (v2)                 | 1.0.11+e9036fd419              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-blockrenderlayer-v1-1.1.52+b089b4bd19.jar                                                      |       | fabric_blockrenderlayer_v1                | Forgified Fabric BlockRenderLayer Registration (v1) | 1.1.52+b089b4bd19              | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-client-tags-api-v1-1.1.15+e053909619.jar                                                       |       | fabric_client_tags_api_v1                 | Forgified Fabric Client Tags                        | 1.1.15+e053909619              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-command-api-v2-2.2.28+36d727be19.jar                                                           |       | fabric_command_api_v2                     | Forgified Fabric Command API (v2)                   | 2.2.28+36d727be19              | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/fabric-content-registries-v0-8.0.18+0a0c14ff19.jar                                                    |       | fabric_content_registries_v0              | Forgified Fabric Content Registries (v0)            | 8.0.18+0a0c14ff19              | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
        /META-INF/jars/fabric-convention-tags-v1-2.1.4+7f945d5b19.jar                                                        |       | fabric_convention_tags_v1                 | Forgified Fabric Convention Tags                    | 2.1.4+7f945d5b19               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-convention-tags-v2-2.11.0+87e5848019.jar                                                       |       | fabric_convention_tags_v2                 | Forgified Fabric Convention Tags (v2)               | 2.11.0+87e5848019              | fabric-convention-tags-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/fabric-data-attachment-api-v1-1.4.3+58235da019.jar                                                    |       | fabric_data_attachment_api_v1             | Forgified Fabric Data Attachment API (v1)           | 1.4.3+58235da019               | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/fabric-data-generation-api-v1-20.2.28+2d91a6db19.jar                                                  |       | fabric_data_generation_api_v1             | Forgified Fabric Data Generation API (v1)           | 20.2.28+2d91a6db19             | fabric-data-generation-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/fabric-entity-events-v1-1.7.0+1af6e62419.jar                                                          |       | fabric_entity_events_v1                   | Forgified Fabric Entity Events (v1)                 | 1.7.0+1af6e62419               | fabric-entity-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
        /META-INF/jars/fabric-events-interaction-v0-0.7.13+7b71cc1619.jar                                                    |       | fabric_events_interaction_v0              | Forgified Fabric Events Interaction (v0)            | 0.7.13+7b71cc1619              | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
        /META-INF/jars/fabric-game-rule-api-v1-1.0.53+36d727be19.jar                                                         |       | fabric_game_rule_api_v1                   | Forgified Fabric Game Rule API (v1)                 | 1.0.53+36d727be19              | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-gametest-api-v1-2.0.5+29f188ce19.jar                                                           |       | fabric_gametest_api_v1                    | Forgified Fabric Game Test API (v1)                 | 2.0.5+29f188ce19               | fabric-gametest-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-item-api-v1-11.1.1+57cdfa8219.jar                                                              |       | fabric_item_api_v1                        | Forgified Fabric Item API (v1)                      | 11.1.1+57cdfa8219              | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-item-group-api-v1-4.1.7+e324903319.jar                                                         |       | fabric_item_group_api_v1                  | Forgified Fabric Item Group API (v1)                | 4.1.7+e324903319               | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-key-binding-api-v1-1.0.47+62cc7ce119.jar                                                       |       | fabric_key_binding_api_v1                 | Forgified Fabric Key Binding API (v1)               | 1.0.47+62cc7ce119              | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-lifecycle-events-v1-2.5.0+a2ee258a19.jar                                                       |       | fabric_lifecycle_events_v1                | Forgified Fabric Lifecycle Events (v1)              | 2.5.0+a2ee258a19               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-loot-api-v2-3.0.15+a3ee712d19.jar                                                              |       | fabric_loot_api_v2                        | Forgified Fabric Loot API (v2)                      | 3.0.15+a3ee712d19              | fabric-loot-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-loot-api-v3-1.0.3+333dfad919.jar                                                               |       | fabric_loot_api_v3                        | Forgified Fabric Loot API (v3)                      | 1.0.3+333dfad919               | fabric-loot-api-v3.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-message-api-v1-6.0.13+e053909619.jar                                                           |       | fabric_message_api_v1                     | Forgified Fabric Message API (v1)                   | 6.0.13+e053909619              | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
        /META-INF/jars/fabric-model-loading-api-v1-2.0.0+986ae77219.jar                                                      |       | fabric_model_loading_api_v1               | Forgified Fabric Model Loading API (v1)             | 2.0.0+986ae77219               | fabric-model-loading-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/fabric-networking-api-v1-4.3.0+4f690eb619.jar                                                         |       | fabric_networking_api_v1                  | Forgified Fabric Networking API (v1)                | 4.3.0+4f690eb619               | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-object-builder-api-v1-15.2.1+cc242efd19.jar                                                    |       | fabric_object_builder_api_v1              | Forgified Fabric Object Builder API (v1)            | 15.2.1+cc242efd19              | fabric-object-builder-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-particles-v1-4.0.2+824f924c19.jar                                                              |       | fabric_particles_v1                       | Forgified Fabric Particles (v1)                     | 4.0.2+824f924c19               | fabric-particles-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-recipe-api-v1-5.0.14+59440bcc19.jar                                                            |       | fabric_recipe_api_v1                      | Forgified Fabric Recipe API (v1)                    | 5.0.14+59440bcc19              | fabric-recipe-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
        /META-INF/jars/fabric-registry-sync-v0-5.2.0+867470b919.jar                                                          |       | fabric_registry_sync_v0                   | Forgified Fabric Registry Sync (v0)                 | 5.2.0+867470b919               | fabric-registry-sync-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
